/home/alec/Documents/SmallDatasets/KineticsSmall/yarn spinning/pyo4PkQ5xkk_000038_000048.mp4, yarn spinning
/home/alec/Documents/SmallDatasets/KineticsSmall/laying tiles/fT7dpRY0DTo_000085_000095.mp4, laying tiles
/home/alec/Documents/SmallDatasets/KineticsSmall/laying tiles/PLywILdm3SY_000020_000030.mp4, laying tiles
/home/alec/Documents/SmallDatasets/KineticsSmall/laying tiles/V9awut_RX2w_000023_000033.mp4, laying tiles
/home/alec/Documents/SmallDatasets/KineticsSmall/laying tiles/tXsTUECJV0Y_000019_000029.mp4, laying tiles
/home/alec/Documents/SmallDatasets/KineticsSmall/laying tiles/oXZAo_X0Mc8_000187_000197.mp4, laying tiles
/home/alec/Documents/SmallDatasets/KineticsSmall/laying tiles/C8hdbmjUMRc_000095_000105.mp4, laying tiles
/home/alec/Documents/SmallDatasets/KineticsSmall/laying tiles/9iCztv49AxU_000276_000286.mp4, laying tiles
/home/alec/Documents/SmallDatasets/KineticsSmall/laying tiles/0y_XroRGYJs_000144_000154.mp4, laying tiles
/home/alec/Documents/SmallDatasets/KineticsSmall/laying tiles/a0OxjWs1ljY_000018_000028.mp4, laying tiles
/home/alec/Documents/SmallDatasets/KineticsSmall/laying tiles/vYlTlR9w5-U_000042_000052.mp4, laying tiles
/home/alec/Documents/SmallDatasets/KineticsSmall/laying tiles/abc1PO1NIBw_000000_000010.mp4, laying tiles
/home/alec/Documents/SmallDatasets/KineticsSmall/laying tiles/SeIMqq9q90Q_000004_000014.mp4, laying tiles
/home/alec/Documents/SmallDatasets/KineticsSmall/laying tiles/63DsOduIG9E_000092_000102.mp4, laying tiles
/home/alec/Documents/SmallDatasets/KineticsSmall/laying tiles/evSVf_edf4s_000039_000049.mp4, laying tiles
/home/alec/Documents/SmallDatasets/KineticsSmall/laying tiles/9gkY75rkr0c_000004_000014.mp4, laying tiles
/home/alec/Documents/SmallDatasets/KineticsSmall/laying tiles/BHDVE4dtVGA_000350_000360.mp4, laying tiles
/home/alec/Documents/SmallDatasets/KineticsSmall/laying tiles/MHw7mYxeSY0_000117_000127.mp4, laying tiles
/home/alec/Documents/SmallDatasets/KineticsSmall/laying tiles/ehea8Z8ARk4_000018_000028.mp4, laying tiles
/home/alec/Documents/SmallDatasets/KineticsSmall/laying tiles/y6SX3_tl6fQ_000086_000096.mp4, laying tiles
/home/alec/Documents/SmallDatasets/KineticsSmall/laying tiles/OVO42B5d53E_000034_000044.mp4, laying tiles
/home/alec/Documents/SmallDatasets/KineticsSmall/laying tiles/rMIQqA6ktK0_000001_000011.mp4, laying tiles
/home/alec/Documents/SmallDatasets/KineticsSmall/laying tiles/u0J1nCtPWws_000057_000067.mp4, laying tiles
/home/alec/Documents/SmallDatasets/KineticsSmall/laying tiles/GkinOLHiQDA_000082_000092.mp4, laying tiles
/home/alec/Documents/SmallDatasets/KineticsSmall/laying tiles/q1mdV7ePEIA_000203_000213.mp4, laying tiles
/home/alec/Documents/SmallDatasets/KineticsSmall/laying tiles/rBngIkEuvKg_000260_000270.mp4, laying tiles
/home/alec/Documents/SmallDatasets/KineticsSmall/laying tiles/dpmQRppNgbg_000586_000596.mp4, laying tiles
/home/alec/Documents/SmallDatasets/KineticsSmall/laying tiles/U6aYSKE90Xo_000001_000011.mp4, laying tiles
/home/alec/Documents/SmallDatasets/KineticsSmall/laying tiles/rtVyTgPImfA_000061_000071.mp4, laying tiles
/home/alec/Documents/SmallDatasets/KineticsSmall/laying tiles/7ZAB3LDWpos_000084_000094.mp4, laying tiles
/home/alec/Documents/SmallDatasets/KineticsSmall/laying tiles/JPTnikE3qoo_000119_000129.mp4, laying tiles
/home/alec/Documents/SmallDatasets/KineticsSmall/laying tiles/LO8OjW7bBds_000074_000084.mp4, laying tiles
/home/alec/Documents/SmallDatasets/KineticsSmall/laying tiles/z4aCs1jNbLE_000320_000330.mp4, laying tiles
/home/alec/Documents/SmallDatasets/KineticsSmall/laying tiles/IODSaJtHRJs_000012_000022.mp4, laying tiles
/home/alec/Documents/SmallDatasets/KineticsSmall/laying tiles/Xp-TQJWvA3M_000125_000135.mp4, laying tiles
/home/alec/Documents/SmallDatasets/KineticsSmall/laying tiles/F0PJyE46HD8_000002_000012.mp4, laying tiles
/home/alec/Documents/SmallDatasets/KineticsSmall/laying tiles/QqViR0FgwhA_000053_000063.mp4, laying tiles
/home/alec/Documents/SmallDatasets/KineticsSmall/laying tiles/wrqSiY8otnU_000254_000264.mp4, laying tiles
/home/alec/Documents/SmallDatasets/KineticsSmall/laying tiles/8gLcRAfh9u8_000011_000021.mp4, laying tiles
/home/alec/Documents/SmallDatasets/KineticsSmall/laying tiles/l6si5yzoiig_000016_000026.mp4, laying tiles
/home/alec/Documents/SmallDatasets/KineticsSmall/laying tiles/1csVDiUKU88_000045_000055.mp4, laying tiles
/home/alec/Documents/SmallDatasets/KineticsSmall/laying tiles/xZHAiAmMo8c_000018_000028.mp4, laying tiles
/home/alec/Documents/SmallDatasets/KineticsSmall/laying tiles/f33OTJkaE_M_000014_000024.mp4, laying tiles
/home/alec/Documents/SmallDatasets/KineticsSmall/laying tiles/6mk5pve-2XU_000065_000075.mp4, laying tiles
/home/alec/Documents/SmallDatasets/KineticsSmall/laying tiles/62X6XFPvzG4_000029_000039.mp4, laying tiles
/home/alec/Documents/SmallDatasets/KineticsSmall/laying tiles/RJjwg_XqGdw_000065_000075.mp4, laying tiles
/home/alec/Documents/SmallDatasets/KineticsSmall/laying tiles/VeCFsq6m3Us_000132_000142.mp4, laying tiles
/home/alec/Documents/SmallDatasets/KineticsSmall/laying tiles/3-PKYeCES-c_000008_000018.mp4, laying tiles
/home/alec/Documents/SmallDatasets/KineticsSmall/laying tiles/ZNx1evvN_Tg_000051_000061.mp4, laying tiles
/home/alec/Documents/SmallDatasets/KineticsSmall/laying tiles/ycv5ElIBR4o_000096_000106.mp4, laying tiles
/home/alec/Documents/SmallDatasets/KineticsSmall/laying tiles/vgtAL_G8OZU_000056_000066.mp4, laying tiles
/home/alec/Documents/SmallDatasets/KineticsSmall/laying tiles/5_NNPO43Jfw_000132_000142.mp4, laying tiles
/home/alec/Documents/SmallDatasets/KineticsSmall/laying tiles/0KFHHAID8UY_000003_000013.mp4, laying tiles
/home/alec/Documents/SmallDatasets/KineticsSmall/laying tiles/oP77DgsbhKQ_000180_000190.mp4, laying tiles
/home/alec/Documents/SmallDatasets/KineticsSmall/laying tiles/sjX7m8fL4o0_000007_000017.mp4, laying tiles
/home/alec/Documents/SmallDatasets/KineticsSmall/laying tiles/RDkTluXFNsE_000061_000071.mp4, laying tiles
/home/alec/Documents/SmallDatasets/KineticsSmall/laying tiles/Mx-mD290BHY_000194_000204.mp4, laying tiles
/home/alec/Documents/SmallDatasets/KineticsSmall/laying tiles/sXnj2Ur9LXE_000005_000015.mp4, laying tiles
/home/alec/Documents/SmallDatasets/KineticsSmall/laying tiles/YSBSMz7ArRE_000015_000025.mp4, laying tiles
/home/alec/Documents/SmallDatasets/KineticsSmall/laying tiles/Y1mqJYuCqMQ_000039_000049.mp4, laying tiles
/home/alec/Documents/SmallDatasets/KineticsSmall/laying tiles/vinaZUtbkIg_000018_000028.mp4, laying tiles
/home/alec/Documents/SmallDatasets/KineticsSmall/laying tiles/4tBGd3pK2qM_000093_000103.mp4, laying tiles
/home/alec/Documents/SmallDatasets/KineticsSmall/laying tiles/xR-r9QO2bi8_000153_000163.mp4, laying tiles
/home/alec/Documents/SmallDatasets/KineticsSmall/laying tiles/AwYxZgmXhas_000003_000013.mp4, laying tiles
/home/alec/Documents/SmallDatasets/KineticsSmall/laying tiles/CF88vg7Mjz4_000500_000510.mp4, laying tiles
/home/alec/Documents/SmallDatasets/KineticsSmall/laying tiles/QEpMw99DzDs_000386_000396.mp4, laying tiles
/home/alec/Documents/SmallDatasets/KineticsSmall/laying tiles/MlauZRW7CSI_000095_000105.mp4, laying tiles
/home/alec/Documents/SmallDatasets/KineticsSmall/laying tiles/Q-D9vx-6PtQ_000020_000030.mp4, laying tiles
/home/alec/Documents/SmallDatasets/KineticsSmall/laying tiles/w1zYxNVw5ic_000163_000173.mp4, laying tiles
/home/alec/Documents/SmallDatasets/KineticsSmall/laying tiles/PAcBORB0GX4_000083_000093.mp4, laying tiles
/home/alec/Documents/SmallDatasets/KineticsSmall/jumping sofa/M-PVA9vWDcY_000017_000027.mp4, jumping sofa
/home/alec/Documents/SmallDatasets/KineticsSmall/jumping sofa/jadu8UuO2og_000012_000022.mp4, jumping sofa
/home/alec/Documents/SmallDatasets/KineticsSmall/jumping sofa/tHrG-FGo-gM_000015_000025.mp4, jumping sofa
/home/alec/Documents/SmallDatasets/KineticsSmall/jumping sofa/PTZ0Le6uhPc_000031_000041.mp4, jumping sofa
/home/alec/Documents/SmallDatasets/KineticsSmall/jumping sofa/QixdQo4ADDk_000007_000017.mp4, jumping sofa
/home/alec/Documents/SmallDatasets/KineticsSmall/jumping sofa/YOeV9TLy1b4_000000_000010.mp4, jumping sofa
/home/alec/Documents/SmallDatasets/KineticsSmall/jumping sofa/imQtGfWtl0s_000052_000062.mp4, jumping sofa
/home/alec/Documents/SmallDatasets/KineticsSmall/jumping sofa/rSX08XleR-Q_000005_000015.mp4, jumping sofa
/home/alec/Documents/SmallDatasets/KineticsSmall/jumping sofa/LU5wouQtaSc_000010_000020.mp4, jumping sofa
/home/alec/Documents/SmallDatasets/KineticsSmall/jumping sofa/iM-Jg0op9sA_000042_000052.mp4, jumping sofa
/home/alec/Documents/SmallDatasets/KineticsSmall/jumping sofa/OOTuqEDh2kk_000152_000162.mp4, jumping sofa
/home/alec/Documents/SmallDatasets/KineticsSmall/jumping sofa/DYOEAUqV6uE_000038_000048.mp4, jumping sofa
/home/alec/Documents/SmallDatasets/KineticsSmall/jumping sofa/KjGdVjM0lyc_000000_000010.mp4, jumping sofa
/home/alec/Documents/SmallDatasets/KineticsSmall/jumping sofa/pqepsVXg8pA_000077_000087.mp4, jumping sofa
/home/alec/Documents/SmallDatasets/KineticsSmall/jumping sofa/6_hRWGIFhYU_000000_000010.mp4, jumping sofa
/home/alec/Documents/SmallDatasets/KineticsSmall/jumping sofa/Hw7V822FdKE_000032_000042.mp4, jumping sofa
/home/alec/Documents/SmallDatasets/KineticsSmall/jumping sofa/p4-atC2frso_000014_000024.mp4, jumping sofa
/home/alec/Documents/SmallDatasets/KineticsSmall/jumping sofa/K9hUcPoTumg_000001_000011.mp4, jumping sofa
/home/alec/Documents/SmallDatasets/KineticsSmall/jumping sofa/nM2aKr-lZMg_000155_000165.mp4, jumping sofa
/home/alec/Documents/SmallDatasets/KineticsSmall/jumping sofa/L9DuNkWBpi4_000000_000010.mp4, jumping sofa
/home/alec/Documents/SmallDatasets/KineticsSmall/jumping sofa/hZHCkWAhR3k_000006_000016.mp4, jumping sofa
/home/alec/Documents/SmallDatasets/KineticsSmall/jumping sofa/-12udL182q4_000044_000054.mp4, jumping sofa
/home/alec/Documents/SmallDatasets/KineticsSmall/jumping sofa/Y-fDwTEbzAs_000010_000020.mp4, jumping sofa
/home/alec/Documents/SmallDatasets/KineticsSmall/jumping sofa/YbFU5jqGqAs_000009_000019.mp4, jumping sofa
/home/alec/Documents/SmallDatasets/KineticsSmall/jumping sofa/YeHcjMhiMIY_000005_000015.mp4, jumping sofa
/home/alec/Documents/SmallDatasets/KineticsSmall/jumping sofa/_vf1b4N5zw8_000000_000010.mp4, jumping sofa
/home/alec/Documents/SmallDatasets/KineticsSmall/jumping sofa/3sardKMgzvg_000052_000062.mp4, jumping sofa
/home/alec/Documents/SmallDatasets/KineticsSmall/jumping sofa/F-_McKW1mpw_000010_000020.mp4, jumping sofa
/home/alec/Documents/SmallDatasets/KineticsSmall/jumping sofa/F08iKl6LL54_000066_000076.mp4, jumping sofa
/home/alec/Documents/SmallDatasets/KineticsSmall/jumping sofa/GauEu3ZrL0s_000000_000010.mp4, jumping sofa
/home/alec/Documents/SmallDatasets/KineticsSmall/jumping sofa/dwXy-6PdAXI_000000_000010.mp4, jumping sofa
/home/alec/Documents/SmallDatasets/KineticsSmall/jumping sofa/jWA_xw_Ej44_000000_000010.mp4, jumping sofa
/home/alec/Documents/SmallDatasets/KineticsSmall/jumping sofa/gXmuj4z_DDw_000020_000030.mp4, jumping sofa
/home/alec/Documents/SmallDatasets/KineticsSmall/jumping sofa/tZApGwHpbpQ_000025_000035.mp4, jumping sofa
/home/alec/Documents/SmallDatasets/KineticsSmall/jumping sofa/EFKfI2WkVAo_000041_000051.mp4, jumping sofa
/home/alec/Documents/SmallDatasets/KineticsSmall/jumping sofa/EFS6fx_vS48_000032_000042.mp4, jumping sofa
/home/alec/Documents/SmallDatasets/KineticsSmall/jumping sofa/FIFjYm2O5Lw_000005_000015.mp4, jumping sofa
/home/alec/Documents/SmallDatasets/KineticsSmall/jumping sofa/_fUAT43w-xo_000000_000010.mp4, jumping sofa
/home/alec/Documents/SmallDatasets/KineticsSmall/jumping sofa/ufcJFDlhJJY_000014_000024.mp4, jumping sofa
/home/alec/Documents/SmallDatasets/KineticsSmall/jumping sofa/shhNChoIoNk_000000_000010.mp4, jumping sofa
/home/alec/Documents/SmallDatasets/KineticsSmall/jumping sofa/orhBbw64DY8_000046_000056.mp4, jumping sofa
/home/alec/Documents/SmallDatasets/KineticsSmall/jumping sofa/kakA31TzWDM_000005_000015.mp4, jumping sofa
/home/alec/Documents/SmallDatasets/KineticsSmall/jumping sofa/uiqY4r21n00_000424_000434.mp4, jumping sofa
/home/alec/Documents/SmallDatasets/KineticsSmall/jumping sofa/PjAoofRcNM0_000015_000025.mp4, jumping sofa
/home/alec/Documents/SmallDatasets/KineticsSmall/jumping sofa/n5kY45bWnFw_000044_000054.mp4, jumping sofa
/home/alec/Documents/SmallDatasets/KineticsSmall/jumping sofa/N1Jqxh9fSI0_000172_000182.mp4, jumping sofa
/home/alec/Documents/SmallDatasets/KineticsSmall/jumping sofa/yqVLWn9MuE8_000034_000044.mp4, jumping sofa
/home/alec/Documents/SmallDatasets/KineticsSmall/jumping sofa/n38h3Yfxzo8_000055_000065.mp4, jumping sofa
/home/alec/Documents/SmallDatasets/KineticsSmall/jumping sofa/EMt63ylbQWY_000041_000051.mp4, jumping sofa
/home/alec/Documents/SmallDatasets/KineticsSmall/jumping sofa/Kf2HAxse2AU_000032_000042.mp4, jumping sofa
/home/alec/Documents/SmallDatasets/KineticsSmall/jumping sofa/mPgU_joYZ_w_000055_000065.mp4, jumping sofa
/home/alec/Documents/SmallDatasets/KineticsSmall/jumping sofa/Xh4FowJ12Ao_000063_000073.mp4, jumping sofa
/home/alec/Documents/SmallDatasets/KineticsSmall/jumping sofa/NHt_6xaUbDw_000033_000043.mp4, jumping sofa
/home/alec/Documents/SmallDatasets/KineticsSmall/jumping sofa/mPntCVEwX-w_000000_000010.mp4, jumping sofa
/home/alec/Documents/SmallDatasets/KineticsSmall/jumping sofa/TxGCLUQD3rE_000009_000019.mp4, jumping sofa
/home/alec/Documents/SmallDatasets/KineticsSmall/jumping sofa/mX9eiynULRk_000000_000010.mp4, jumping sofa
/home/alec/Documents/SmallDatasets/KineticsSmall/jumping sofa/YS6oy2SFKg8_000100_000110.mp4, jumping sofa
/home/alec/Documents/SmallDatasets/KineticsSmall/jumping sofa/_pUAefFAzvo_000210_000220.mp4, jumping sofa
/home/alec/Documents/SmallDatasets/KineticsSmall/jumping sofa/ryTijj1aJfo_000000_000010.mp4, jumping sofa
/home/alec/Documents/SmallDatasets/KineticsSmall/jumping sofa/LuIQ_6tt5HU_000010_000020.mp4, jumping sofa
/home/alec/Documents/SmallDatasets/KineticsSmall/jumping sofa/fCqmxR60rMM_000045_000055.mp4, jumping sofa
/home/alec/Documents/SmallDatasets/KineticsSmall/jumping sofa/OsLdEL3F6B0_000014_000024.mp4, jumping sofa
/home/alec/Documents/SmallDatasets/KineticsSmall/jumping sofa/D6jbhUmqteA_000000_000010.mp4, jumping sofa
/home/alec/Documents/SmallDatasets/KineticsSmall/jumping sofa/KXXAdtXki-g_000100_000110.mp4, jumping sofa
/home/alec/Documents/SmallDatasets/KineticsSmall/jumping sofa/SN0yVFVbIro_000002_000012.mp4, jumping sofa
/home/alec/Documents/SmallDatasets/KineticsSmall/jumping sofa/EqOUJyM-i4Y_000080_000090.mp4, jumping sofa
/home/alec/Documents/SmallDatasets/KineticsSmall/jumping sofa/Ird0ppkfCdA_000028_000038.mp4, jumping sofa
/home/alec/Documents/SmallDatasets/KineticsSmall/jumping sofa/XpHKglj9vYY_000001_000011.mp4, jumping sofa
/home/alec/Documents/SmallDatasets/KineticsSmall/jumping sofa/y-RehTInBCY_000034_000044.mp4, jumping sofa
/home/alec/Documents/SmallDatasets/KineticsSmall/jumping sofa/go5kXSCMgOw_000028_000038.mp4, jumping sofa
/home/alec/Documents/SmallDatasets/KineticsSmall/jumping sofa/NsybTeseVjk_000000_000010.mp4, jumping sofa
/home/alec/Documents/SmallDatasets/KineticsSmall/jumping sofa/iah6S3e9Yrw_000005_000015.mp4, jumping sofa
/home/alec/Documents/SmallDatasets/KineticsSmall/jumping sofa/BxZbrEGXByo_000022_000032.mp4, jumping sofa
/home/alec/Documents/SmallDatasets/KineticsSmall/jumping sofa/dHtbVYdFpDA_000003_000013.mp4, jumping sofa
/home/alec/Documents/SmallDatasets/KineticsSmall/jumping sofa/EA-hI8soagE_000058_000068.mp4, jumping sofa
/home/alec/Documents/SmallDatasets/KineticsSmall/jumping sofa/smsrQqk4ab0_000027_000037.mp4, jumping sofa
/home/alec/Documents/SmallDatasets/KineticsSmall/jumping sofa/sGem9-uZRQ0_000009_000019.mp4, jumping sofa
/home/alec/Documents/SmallDatasets/KineticsSmall/jumping sofa/KgQBY2hfiNo_000034_000044.mp4, jumping sofa
/home/alec/Documents/SmallDatasets/KineticsSmall/jumping sofa/_2Debo_iNo4_000022_000032.mp4, jumping sofa
/home/alec/Documents/SmallDatasets/KineticsSmall/jumping sofa/Hb7Bv7khZ1M_000000_000010.mp4, jumping sofa
/home/alec/Documents/SmallDatasets/KineticsSmall/jumping sofa/W2OFhr5PnOA_000010_000020.mp4, jumping sofa
/home/alec/Documents/SmallDatasets/KineticsSmall/jumping sofa/Yi_fcDWX8F0_000000_000010.mp4, jumping sofa
/home/alec/Documents/SmallDatasets/KineticsSmall/jumping sofa/KdP8WJHPdrY_000014_000024.mp4, jumping sofa
/home/alec/Documents/SmallDatasets/KineticsSmall/jumping sofa/4hKMvZaUKKc_000008_000018.mp4, jumping sofa
/home/alec/Documents/SmallDatasets/KineticsSmall/jumping sofa/iM_SeRXasiI_000053_000063.mp4, jumping sofa
/home/alec/Documents/SmallDatasets/KineticsSmall/jumping sofa/nfBzbN0reag_000000_000010.mp4, jumping sofa
/home/alec/Documents/SmallDatasets/KineticsSmall/jumping sofa/BUgwFIjueJE_000000_000010.mp4, jumping sofa
/home/alec/Documents/SmallDatasets/KineticsSmall/jumping sofa/uhFakkpAtk0_000009_000019.mp4, jumping sofa
/home/alec/Documents/SmallDatasets/KineticsSmall/jumping sofa/qyei87kxvQM_000028_000038.mp4, jumping sofa
/home/alec/Documents/SmallDatasets/KineticsSmall/jumping sofa/VpFwob-jOgE_000080_000090.mp4, jumping sofa
/home/alec/Documents/SmallDatasets/KineticsSmall/jumping sofa/615VXAauhwE_000073_000083.mp4, jumping sofa
/home/alec/Documents/SmallDatasets/KineticsSmall/jumping sofa/HI32BMDob1g_000007_000017.mp4, jumping sofa
/home/alec/Documents/SmallDatasets/KineticsSmall/jumping sofa/lgBU5L3udSM_000050_000060.mp4, jumping sofa
/home/alec/Documents/SmallDatasets/KineticsSmall/jumping sofa/eTLMIO-02b8_000045_000055.mp4, jumping sofa
/home/alec/Documents/SmallDatasets/KineticsSmall/jumping sofa/kpNidXF8TnM_000000_000010.mp4, jumping sofa
/home/alec/Documents/SmallDatasets/KineticsSmall/jumping sofa/pfqHwGDYRNw_000004_000014.mp4, jumping sofa
/home/alec/Documents/SmallDatasets/KineticsSmall/jumping sofa/eG_YrqY5DG8_000000_000010.mp4, jumping sofa
/home/alec/Documents/SmallDatasets/KineticsSmall/jumping sofa/XWCf5Md8Qb0_000009_000019.mp4, jumping sofa
/home/alec/Documents/SmallDatasets/KineticsSmall/jumping sofa/iJwVWbkCnmI_000033_000043.mp4, jumping sofa
/home/alec/Documents/SmallDatasets/KineticsSmall/jumping sofa/TZEe5Mcf0i0_000004_000014.mp4, jumping sofa
/home/alec/Documents/SmallDatasets/KineticsSmall/contact juggling/MGm2cQd7ihI_000004_000014.mp4, contact juggling
/home/alec/Documents/SmallDatasets/KineticsSmall/contact juggling/Spv6IDV7PNA_000058_000068.mp4, contact juggling
/home/alec/Documents/SmallDatasets/KineticsSmall/contact juggling/k9RBOlkAeqQ_000135_000145.mp4, contact juggling
/home/alec/Documents/SmallDatasets/KineticsSmall/contact juggling/CbwcjXxPOSg_000033_000043.mp4, contact juggling
/home/alec/Documents/SmallDatasets/KineticsSmall/contact juggling/y6P2ZtZF9X8_000029_000039.mp4, contact juggling
/home/alec/Documents/SmallDatasets/KineticsSmall/contact juggling/addz4sqdSyM_000102_000112.mp4, contact juggling
/home/alec/Documents/SmallDatasets/KineticsSmall/contact juggling/mNhjQ6Qpkoo_000011_000021.mp4, contact juggling
/home/alec/Documents/SmallDatasets/KineticsSmall/contact juggling/Kipxzq3zX-Q_000001_000011.mp4, contact juggling
/home/alec/Documents/SmallDatasets/KineticsSmall/contact juggling/Fzhg8ucmuEw_000038_000048.mp4, contact juggling
/home/alec/Documents/SmallDatasets/KineticsSmall/contact juggling/P1vF_SPi6TE_000009_000019.mp4, contact juggling
/home/alec/Documents/SmallDatasets/KineticsSmall/contact juggling/WEQLRIRwG40_000089_000099.mp4, contact juggling
/home/alec/Documents/SmallDatasets/KineticsSmall/contact juggling/aTTowVf1ZK8_000244_000254.mp4, contact juggling
/home/alec/Documents/SmallDatasets/KineticsSmall/contact juggling/2LHcYRNY9Lk_000225_000235.mp4, contact juggling
/home/alec/Documents/SmallDatasets/KineticsSmall/contact juggling/pkoqPRiFK68_000099_000109.mp4, contact juggling
/home/alec/Documents/SmallDatasets/KineticsSmall/contact juggling/F5RjbUEaLug_000000_000010.mp4, contact juggling
/home/alec/Documents/SmallDatasets/KineticsSmall/contact juggling/hNkNWpII8Og_000166_000176.mp4, contact juggling
/home/alec/Documents/SmallDatasets/KineticsSmall/contact juggling/NJ97dLV9Jcc_000124_000134.mp4, contact juggling
/home/alec/Documents/SmallDatasets/KineticsSmall/contact juggling/xUNlrvF5tW0_000029_000039.mp4, contact juggling
/home/alec/Documents/SmallDatasets/KineticsSmall/contact juggling/pN4kxmiQstk_000022_000032.mp4, contact juggling
/home/alec/Documents/SmallDatasets/KineticsSmall/contact juggling/xGxKYyhzz4I_000117_000127.mp4, contact juggling
/home/alec/Documents/SmallDatasets/KineticsSmall/contact juggling/n3CfAmtgyTc_000116_000126.mp4, contact juggling
/home/alec/Documents/SmallDatasets/KineticsSmall/contact juggling/m6fauWsdnZo_000030_000040.mp4, contact juggling
/home/alec/Documents/SmallDatasets/KineticsSmall/contact juggling/GYyrAjpqwNk_000946_000956.mp4, contact juggling
/home/alec/Documents/SmallDatasets/KineticsSmall/contact juggling/U50MMkatkog_000069_000079.mp4, contact juggling
/home/alec/Documents/SmallDatasets/KineticsSmall/contact juggling/0oECx0G_oFw_000012_000022.mp4, contact juggling
/home/alec/Documents/SmallDatasets/KineticsSmall/contact juggling/Sa68wj6BHVQ_000000_000010.mp4, contact juggling
/home/alec/Documents/SmallDatasets/KineticsSmall/contact juggling/GfofqR_uTSw_000004_000014.mp4, contact juggling
/home/alec/Documents/SmallDatasets/KineticsSmall/contact juggling/yBf81twWtrA_000127_000137.mp4, contact juggling
/home/alec/Documents/SmallDatasets/KineticsSmall/contact juggling/a4kPKKHw7Lc_000148_000158.mp4, contact juggling
/home/alec/Documents/SmallDatasets/KineticsSmall/contact juggling/PuTUXwVxHNo_000016_000026.mp4, contact juggling
/home/alec/Documents/SmallDatasets/KineticsSmall/contact juggling/RLlSp8NubKc_000006_000016.mp4, contact juggling
/home/alec/Documents/SmallDatasets/KineticsSmall/contact juggling/NHjUGFHUKrY_000146_000156.mp4, contact juggling
/home/alec/Documents/SmallDatasets/KineticsSmall/contact juggling/WlIMjPXNrNs_000000_000010.mp4, contact juggling
/home/alec/Documents/SmallDatasets/KineticsSmall/contact juggling/_fv0IM0UnfE_000012_000022.mp4, contact juggling
/home/alec/Documents/SmallDatasets/KineticsSmall/contact juggling/nKH-mco5FlY_000061_000071.mp4, contact juggling
/home/alec/Documents/SmallDatasets/KineticsSmall/contact juggling/rUTnLZqU3QI_000024_000034.mp4, contact juggling
/home/alec/Documents/SmallDatasets/KineticsSmall/contact juggling/vivbQ7imYvA_000036_000046.mp4, contact juggling
/home/alec/Documents/SmallDatasets/KineticsSmall/contact juggling/FofGQYK4YWM_000059_000069.mp4, contact juggling
/home/alec/Documents/SmallDatasets/KineticsSmall/contact juggling/yjVD4todgpw_000029_000039.mp4, contact juggling
/home/alec/Documents/SmallDatasets/KineticsSmall/contact juggling/3NfYa7qttCc_000068_000078.mp4, contact juggling
/home/alec/Documents/SmallDatasets/KineticsSmall/contact juggling/Ty_3jBdtUus_000004_000014.mp4, contact juggling
/home/alec/Documents/SmallDatasets/KineticsSmall/contact juggling/Cr3ERhTGPXk_000309_000319.mp4, contact juggling
/home/alec/Documents/SmallDatasets/KineticsSmall/contact juggling/Ai3WjMEwJkc_000056_000066.mp4, contact juggling
/home/alec/Documents/SmallDatasets/KineticsSmall/contact juggling/L05qg9jz9yE_000000_000010.mp4, contact juggling
/home/alec/Documents/SmallDatasets/KineticsSmall/contact juggling/8sMDOF32jyU_000063_000073.mp4, contact juggling
/home/alec/Documents/SmallDatasets/KineticsSmall/contact juggling/MGL21GENfmI_000096_000106.mp4, contact juggling
/home/alec/Documents/SmallDatasets/KineticsSmall/contact juggling/I9NwlsAv6cc_000130_000140.mp4, contact juggling
/home/alec/Documents/SmallDatasets/KineticsSmall/contact juggling/Ry1VemolbTU_000021_000031.mp4, contact juggling
/home/alec/Documents/SmallDatasets/KineticsSmall/contact juggling/nE-mFZWHZ0g_000404_000414.mp4, contact juggling
/home/alec/Documents/SmallDatasets/KineticsSmall/contact juggling/c0xZyuzGhYc_000000_000010.mp4, contact juggling
/home/alec/Documents/SmallDatasets/KineticsSmall/contact juggling/T16QxC1qHbE_000004_000014.mp4, contact juggling
/home/alec/Documents/SmallDatasets/KineticsSmall/contact juggling/VhTuEi8GgEE_000038_000048.mp4, contact juggling
/home/alec/Documents/SmallDatasets/KineticsSmall/contact juggling/JcWA0t5dC1U_000094_000104.mp4, contact juggling
/home/alec/Documents/SmallDatasets/KineticsSmall/contact juggling/8RKHwUeP3tM_000000_000010.mp4, contact juggling
/home/alec/Documents/SmallDatasets/KineticsSmall/contact juggling/2m6K4dveCPE_000000_000010.mp4, contact juggling
/home/alec/Documents/SmallDatasets/KineticsSmall/contact juggling/jVnnpRUSkT0_000153_000163.mp4, contact juggling
/home/alec/Documents/SmallDatasets/KineticsSmall/contact juggling/65XbAd3cxNo_000205_000215.mp4, contact juggling
/home/alec/Documents/SmallDatasets/KineticsSmall/contact juggling/74a9CPcgWBQ_000023_000033.mp4, contact juggling
/home/alec/Documents/SmallDatasets/KineticsSmall/contact juggling/mFnvewErIhc_000000_000010.mp4, contact juggling
/home/alec/Documents/SmallDatasets/KineticsSmall/contact juggling/Kq6wm31il8w_000008_000018.mp4, contact juggling
/home/alec/Documents/SmallDatasets/KineticsSmall/contact juggling/l649G2QFX40_000234_000244.mp4, contact juggling
